,ImageViewed URL,Task1Naming,Task1Meaning,Task1GroundTruth,Category
416,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,"Q-Q Plot of Mechanical Turk Participation
Rates",Q-Q Plot,"Q-Q Plot of 
Mechanical Turk
Participation Rates",2
417,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Scatterplot Matrix of Automobile Data,"Showcases a presence or lack linear correlation between the vairables of horsepower, weight, acceleration, displacement by various countries.","Scatterplot of 
Automobile Data",2
418,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Parallel Coordinates of Automobile Data,Parallel Coordinates,"Parallel Coordinates
of Automobile Data",2
419,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Flow map of Napoleon's march on Moscow,Flow Map,"Flow Map of 
Napoleon's
March on Moscow",3
420,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Color coded maps of obesity rates by state over time,Heatmap with slider for time,"Choropleth Map
of Obesity in the US
(1995-2008)",3
421,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,Pie charts of obesity rates by state,"Shows the proportion of people who are normal, overweight, and obese in each state ","Graduated Symbol 
Map of Obesity in the
US (1995-2008)",3
422,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,"Dorling Cartogram of Obesity in the United
States (1995-2008)",Dorling Cartogram,"Dorling Cartogram of 
Obesity in the
US (1995-2008)",3
423,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,"Flare packacge tree laid out in horizontal
layers",Tree with nodes,"Flare package tree,
laid out in horizontal
layers",4
424,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,Flare Package Radial Layers,Node Tree,"Flare package laid out
in radial layers",4
425,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4C.png,Componentes of flare package,Expanded view of nested tree,"Flare package laid out
in an indented tree",4
426,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4D.png,Flare package in horizontal layers,Don't know,"Flare package labeled
in horizontal layers",4
427,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,Pie breakdown of flare.vis.data,"Proportional Pie
Chart",Sunburst Tree,4
428,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,Flare package in sub-divided rectangles,Don't know,"Flare Package tree, 
labeled in sub-divided
rectangles",4
429,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,"Flare package in 
Recursively packed circles",Recursive Circles,Nested Circles,4
430,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5A.png,"Force directed graph for character 
interaction in Les Miserables","Force Dirtected 
Graph",Force Directed Graph,5
431,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,"Appearances of characters in Les 
Miserables, arches representing
co-occurences",Don't know,"Measuring 
appearances of 
character in Les 
Miserables, lines
represent
co-occurences
",5
432,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,Character Interactions in Les Miserables,Interaction Matrix,Interaction Matrix,5
433,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Line Chart,Stock Price Plot ,Line Chart,1
434,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Stacked Graph,Unemployed US workers Stacked Graph,Stacked Graph,1
435,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Hisgrams,Multiple hisgram of Unemployment Ratio,Multiples,1
436,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,horizon graph,US unemployment rate horizon graphs,Horizon Graph,1
437,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Table,mTurk participation rates,Steam-and-leaf Plot,2
438,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Line Chart,mTurk Participation Ratio ,Q-Q Plot,2
439,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Scatterplots,Automobile parameter scatter plots,Scatterplot Matrix,2
440,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,I don't know,Cars with different parameters,Parallel Coordinates,2
441,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Map,Map of river on Moscow,Flow Map,3
442,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Map,Map of Obesity in US by states,Choropleth Map,3
443,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,Pie Chart on Map,Map of obesity in US states with detailed categorization,Area Chart,3
444,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Scatter Plot,Obesity in US states shown in dot plot,Area Chart,3
445,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,B Tree ,I don't know,Radial Node-Link Diagram,4
446,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,I don't know,I don't know,Polar Coordinate Node-Link,4
447,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4C.png,I don't know,I don't know,Indent Tree,4
448,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,industry-wise employment trends,small multiples,small multiples,1
449,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,mechanical turk task group completion quantile chart,quantile chart,Q-Q plot,2
450,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,index chart of selected tecgnology stocks,index chart,Index chart/line chart,1
451,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,industry-based stacked graph for unemployed US workers,stacked graph,stacked graph,1
452,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Napoleon's invasion route map,route map,flow map / mpa,3
453,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Obesity Heatmap of the US,Heatmap ,choroploth map,3
454,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,unemployment rate,idk,horizon graph,1
455,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,stocks trend,index graph,Index chart/line chart,1
456,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4C.png,package source map,layer tree ,indent tree,4
457,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,turkers' task completion QQ plot,QQ plot,Q-Q plot,2
458,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,character relationship,matrix,matrix view,5
459,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,unemployment rate,idk,horizon graph,1
460,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,US Obesity Trends Choropleth Map,Choropleth Map,choroploth map,3
461,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,U.S. obesity area chart,area chart,Dorling Cartogram/area chart,3
462,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,turk participation rates,idk,stem-and-leaf plot,2
463,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,automobile data,scatterplot,Splom / scatterplot matrix,2
464,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,package relationship,hierarchies,nested circle,4
465,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,tech stock trends,line chart,Index chart/line chart,1
466,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,obesity density chart,area chart,Dorling Cartogram/area chart,3
467,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,mechanical turk participation distribution plot,distribution plot,Q-Q plot,2
468,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,package inheritance relationship,idk,polar coordinates node-link / tree,4
469,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,US obesity,idk,choroploth map,3
470,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,U.S. unemployment rates by sector (2000-2010),small multiples plot,small multiples,1
471,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,idk,idk,parallel Coordinates,2
472,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,flowchart of Napoleon's march on Moscow,flow chart ,flow map / mpa,3
473,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,unemployment rate,Horizon Plot,horizon graph,1
474,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,automobile data,scatterplot,Splom / scatterplot matrix,2
475,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,organizational hierarchy,tree,Radial node-link diagram / tree,4
476,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,package size,treemap,treemap,4
477,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,selected tech stocks trend chart,line chart,Index chart/line chart,1
478,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,quantile-quantile plot of mechanical turk participation,quantile-quantile plot,Q-Q plot,2
479,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,layered unemployment graph: US workers by sector,layered graph,stacked graph,1
480,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,package nested relationship,nested circle,nested circle,4
481,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Stock Graph,Sector stocks growth,,1
482,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,State wise obesity pie chart,Pie charts,,3
483,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,"Horizon Graphs of U.S. Unemployment Rate, 2000-2010",Horizon Graphs,,1
484,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,"Small Multiples of Unemployed U.S. Workers Normalized by Industry, 2000-2010",Small multiples,,1
485,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Index Chart,Growth/Loss vs Time,,1
486,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Stacked Graph of Unemployed U.S. Workers by Industry,stacked graph,,1
487,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,parallel Coordinates of Automobile Data,parallel Coordinates,,2
488,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Unemployment Rate of U.S. Workers by Industry,Line graph,,1
489,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Unemployment graph,Stacked Graph,Segmentation,1
490,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,small multiples,Unemployment rate of US workers by industry,Trends,1
491,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Stock Index chart,Loss and gain Index chart,Fluctuations,1
492,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,Horizon Graph of unemployment,Horizon Graph,Compression,1
493,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Parallel Coordinates of Automobile Data,Automobile data,Specifications,2
494,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Automobile Chart,Scatter Plot Matrix,Correlations,2
495,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,flow map / mpa,Map ,Geography,3
496,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,stem-and-leaf plot,Data representation in 0/1,Binary,2
497,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,pie chart / area chart,Area chart, Volume,3
498,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/qqplot.html,Q-Q plot of mechanical turk,Q-Q Plot,Distribution,2
499,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Dorling Cartogram/area chart,Area chart,Visualization,3
500,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,choroploth map,colormap ,Frequency,3
501,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,arc diagram,word frequency , Spread,5
502,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Q-plot,Distribution Plot, Spread,2
503,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Cartogram of Obesity,Cartogram,Cartogram,3
504,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Chloropeth Map of Obesity,Don't Know,Chloropeth,3
505,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,Les Miserables Character Bar Graph,Bar Graph,Bar Graph,5
506,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Technology Stocks Index,Scatterplot,Index Chart,1
507,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Chloropeth Map of Obesity,Chloropeth,Chloropeth,3
508,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,U.S. Unemployment Horizon Graph,Bar Graph,Horizon Graph,1
509,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Cartogram of Obesity,Cartogram,Cartogram,3
510,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Mechanical Turk Participation Rates,Don't Know,Stem-and-Leaf Plot,2
511,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,Circles Layout of the Flare Package Hierarchy,Cartesian,Nested Circles Layout ,4
512,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Scatterplots of Automobile Data,Scatterplot,Scatterplot Matrix,2
513,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,Node-link Diagram of the Flare Package Hierarchy,Don't Know,Node-link Diagram,4
514,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,Sunburst of the Flare Package Hierarchy,Sunburst,Sunburst,4
